Start,End,Reward
S_25,S_58,-1
S_25,S_58,-1
S_25,S_59,-1
S_25,S_59,-1
S_25,S_60,-1
S_25,S_60,-1
S_25,S_61,-1
S_25,S_61,-1
S_25,S_62,-1
S_25,S_62,-1
S_25,S_63,-1
S_25,S_63,-1
S_25,S_64,-1
S_25,S_65,-1
S_25,S_66,-1
S_25,S_67,-1
S_25,S_67,-1
S_25,S_68,-1
S_25,S_68,-1
S_25,S_69,-1
S_25,S_69,-1
S_25,S_70,-1
S_25,S_70,-1
S_25,S_71,-1
S_25,S_71,-1
S_25,S_72,-1
S_25,S_72,-1
S_25,S_73,-1
S_25,S_74,-1
S_25,S_75,-1
S_25,S_76,-1
S_25,S_76,-1
S_25,S_77,-1
S_25,S_78,-1
S_25,S_78,-1
S_25,S_79,-1
S_25,S_79,-1
S_25,S_80,-1
S_25,S_80,-1
S_25,S_81,-1
S_25,S_81,-1
S_25,S_82,-1
S_25,S_82,-1
S_25,S_83,-1
S_25,S_83,-1
S_25,S_84,-1
S_25,S_85,-1
S_25,S_86,-1
S_25,S_86,-1
S_25,S_87,-1
S_25,S_88,-1
S_25,S_89,-1
S_25,S_89,-1
S_25,S_90,-1
S_25,S_90,-1
S_25,S_91,-1
S_25,S_91,-1
S_25,S_92,-1
S_25,S_93,-1
S_25,S_93,-1
S_25,S_94,-1
S_25,S_95,-1
S_25,S_96,-1
S_25,S_97,-1
S_25,S_98,-1
S_25,S_99,-1
S_25,S_99,-1
S_26,Goal,-1
S_26,S_00,-1
S_26,S_01,-1
S_26,S_02,-1
S_26,S_02,-1
S_26,S_03,-1
S_26,S_03,-1
S_26,S_04,-1
S_26,S_04,-1
S_26,S_05,-1
S_26,S_06,-1
S_26,S_07,-1
S_26,S_08,-1
S_26,S_08,-1
S_26,S_09,-1
S_26,S_10,-1
S_26,S_10,-1
S_26,S_11,-1
S_26,S_11,-1
S_26,S_12,-1
S_26,S_13,-1
S_26,S_14,-1
S_26,S_15,-1
S_26,S_15,-1
S_26,S_16,-1
S_26,S_17,-1
S_26,S_17,-1
S_26,S_18,-1
S_26,S_19,-1
S_26,S_20,-1
S_26,S_21,-1
S_26,S_22,-1
S_26,S_23,-1
S_26,S_24,-1
S_26,S_25,0
S_26,S_26,0
S_26,S_27,0
S_26,S_28,-1
S_26,S_29,-1
S_26,S_30,-1
S_26,S_30,-1
S_26,S_31,-1
S_26,S_32,-1
S_26,S_33,-1
S_26,S_33,-1
S_26,S_34,-1
S_26,S_34,-1
S_26,S_35,-1
S_26,S_35,-1
S_26,S_36,-1
S_26,S_37,-1
S_26,S_37,-1
S_26,S_38,-1
S_26,S_39,-1
S_26,S_40,-1
S_26,S_40,-1
S_26,S_41,-1
S_26,S_41,-1
S_26,S_42,-1
S_26,S_43,-1
S_26,S_43,-1
S_26,S_44,-1
S_26,S_44,-1
S_26,S_45,-1
S_26,S_45,-1
S_26,S_46,-1
S_26,S_47,-1
S_26,S_48,-1
S_26,S_48,-1
S_26,S_49,-1
S_26,S_49,-1
S_26,S_50,-1
S_26,S_50,-1
S_26,S_51,-1
S_26,S_51,-1
S_26,S_52,-1
S_26,S_52,-1
S_26,S_53,-1
S_26,S_53,-1
S_26,S_54,-1
S_26,S_54,-1
S_26,S_55,-1
S_26,S_56,-1
S_26,S_57,-1
S_26,S_58,-1
S_26,S_59,-1
S_26,S_59,-1
S_26,S_60,-1
S_26,S_60,-1
S_26,S_61,-1
S_26,S_61,-1
S_26,S_62,-1
S_26,S_62,-1
S_26,S_63,-1
S_26,S_63,-1
S_26,S_64,-1
S_26,S_64,-1
S_26,S_65,-1
S_26,S_66,-1
S_26,S_67,-1
S_26,S_68,-1
S_26,S_69,-1
S_26,S_69,-1
S_26,S_70,-1
S_26,S_70,-1
S_26,S_71,-1
S_26,S_71,-1
S_26,S_72,-1
S_26,S_72,-1
S_26,S_73,-1
S_26,S_73,-1
S_26,S_74,-1
S_26,S_74,-1
S_26,S_75,-1
S_26,S_76,-1
S_26,S_77,-1
S_26,S_78,-1
S_26,S_79,-1
S_26,S_80,-1
S_26,S_80,-1
S_26,S_81,-1
S_26,S_81,-1
S_26,S_82,-1
S_26,S_82,-1
S_26,S_83,-1
S_26,S_83,-1
S_26,S_84,-1
S_26,S_85,-1
S_26,S_86,-1
S_26,S_87,-1
S_26,S_88,-1
S_26,S_89,-1
S_26,S_90,-1
S_26,S_90,-1
S_26,S_91,-1
S_26,S_91,-1
S_26,S_92,-1
S_26,S_92,-1
S_26,S_93,-1
S_26,S_93,-1
S_26,S_94,-1
S_26,S_95,-1
S_26,S_96,-1
S_26,S_97,-1
S_26,S_98,-1
S_26,S_99,-1
S_27,Goal,-1
S_27,S_00,-1
S_27,S_01,-1
S_27,S_02,-1
S_27,S_03,-1
S_27,S_04,-1
S_27,S_05,-1
S_27,S_05,-1
S_27,S_06,-1
S_27,S_07,0
S_27,S_08,-1
S_27,S_08,-1
S_27,S_09,-1
S_27,S_09,-1
S_27,S_10,-1
S_27,S_11,-1
S_27,S_12,-1
S_27,S_13,-1
S_27,S_14,-1
S_27,S_15,-1
S_27,S_16,-1
S_27,S_16,-1
S_27,S_17,0
S_27,S_18,-1
S_27,S_18,-1
S_27,S_19,-1
S_27,S_20,-1
S_27,S_21,-1
S_27,S_22,-1
S_27,S_23,-1
S_27,S_24,-1
S_27,S_25,0
S_27,S_26,0
S_27,S_27,0
S_27,S_28,-1
S_27,S_29,-1
S_27,S_30,-1
S_27,S_30,-1
S_27,S_31,-1
S_27,S_32,-1
S_27,S_33,-1
S_27,S_34,-1
S_27,S_35,-1
S_27,S_36,-1
S_27,S_36,-1
S_27,S_37,-1
S_27,S_38,-1
S_27,S_38,-1
S_27,S_39,-1
S_27,S_39,-1
S_27,S_40,-1
S_27,S_41,-1
S_27,S_42,-1
S_27,S_43,-1
S_27,S_43,-1
S_27,S_44,-1
S_27,S_44,-1
S_27,S_45,-1
S_27,S_45,-1
S_27,S_46,-1
S_27,S_47,-1
S_27,S_48,-1
S_27,S_48,-1
S_27,S_49,-1
S_27,S_49,-1
S_27,S_50,-1
S_27,S_51,-1
S_27,S_51,-1
S_27,S_52,-1
S_27,S_52,-1
S_27,S_53,-1
S_27,S_53,-1
S_27,S_54,-1
S_27,S_54,-1
S_27,S_55,-1
S_27,S_55,-1
S_27,S_56,-1
S_27,S_57,-1
S_27,S_58,-1
S_27,S_59,-1
S_27,S_59,-1
S_27,S_60,-1
S_27,S_60,-1
S_27,S_61,-1
S_27,S_61,-1
S_27,S_62,-1
S_27,S_62,-1
S_27,S_63,-1
S_27,S_63,-1
S_27,S_64,-1
S_27,S_64,-1
S_27,S_65,-1
S_27,S_66,-1
S_27,S_67,-1
S_27,S_68,-1
S_27,S_69,-1
S_27,S_69,-1
S_27,S_70,-1
S_27,S_70,-1
S_27,S_71,-1
S_27,S_71,-1
S_27,S_72,-1
S_27,S_72,-1
S_27,S_73,-1
S_27,S_73,-1
S_27,S_74,-1
S_27,S_74,-1
S_27,S_75,-1
S_27,S_76,-1
S_27,S_77,-1
S_27,S_78,-1
S_27,S_79,-1
S_27,S_80,-1
S_27,S_80,-1
S_27,S_81,-1
S_27,S_81,-1
S_27,S_82,-1
S_27,S_82,-1
S_27,S_83,-1
S_27,S_83,-1
S_27,S_84,-1
S_27,S_85,-1
S_27,S_86,-1
S_27,S_87,-1
S_27,S_88,-1
S_27,S_89,-1
S_27,S_90,-1
S_27,S_90,-1
S_27,S_91,-1
S_27,S_91,-1
S_27,S_92,-1
S_27,S_92,-1
S_27,S_93,-1
S_27,S_94,-1
S_27,S_95,-1
S_27,S_96,-1
S_27,S_97,-1
S_27,S_98,-1
S_27,S_99,-1
S_28,Goal,-1
S_28,S_00,-1
S_28,S_01,-1
S_28,S_02,-1
S_28,S_03,-1
S_28,S_04,-1
S_28,S_04,-1
S_28,S_05,-1
S_28,S_05,-1
S_28,S_06,-1
S_28,S_06,-1
S_28,S_07,-1
S_28,S_07,-1
S_28,S_08,-1
S_28,S_09,-1
S_28,S_09,-1
S_28,S_10,-1
S_28,S_11,-1
S_28,S_12,-1
S_28,S_13,-1
S_28,S_14,-1
S_28,S_15,-1
S_28,S_16,-1
S_28,S_16,-1
S_28,S_17,-1
S_28,S_17,-1
S_28,S_18,-1
S_28,S_19,-1
S_28,S_19,-1
S_28,S_20,-1
S_28,S_21,-1
S_28,S_22,-1
S_28,S_23,-1
S_28,S_24,-1
S_28,S_25,-1
S_28,S_26,-1
S_28,S_27,-1
S_28,S_28,0
S_28,S_29,0
S_28,S_30,-1
S_28,S_31,-1
S_28,S_32,-1
S_28,S_33,-1
S_28,S_34,-1
S_28,S_35,-1
S_28,S_36,-1
S_28,S_36,-1
S_28,S_37,-1
S_28,S_37,-1
S_28,S_38,0
S_28,S_39,-1
S_28,S_39,-1
S_28,S_40,-1
S_28,S_40,-1
S_28,S_41,-1
S_28,S_42,-1
S_28,S_43,-1
S_28,S_44,-1
S_28,S_44,-1
S_28,S_45,-1
S_28,S_45,-1
S_28,S_46,-1
S_28,S_46,-1
S_28,S_47,-1
S_28,S_47,-1
S_28,S_48,-1
S_28,S_49,-1
S_28,S_50,-1
S_28,S_51,-1
S_28,S_51,-1
S_28,S_52,-1
S_28,S_52,-1
S_28,S_53,-1
S_28,S_53,-1
S_28,S_54,-1
S_28,S_54,-1
S_28,S_55,-1
S_28,S_55,-1
S_28,S_56,-1
S_28,S_56,-1
S_28,S_57,-1
S_28,S_58,-1
S_28,S_59,-1
S_28,S_60,-1
S_28,S_60,-1
S_28,S_61,-1
S_28,S_61,-1
S_28,S_62,-1
S_28,S_62,-1
S_28,S_63,-1
S_28,S_63,-1
S_28,S_64,-1
S_28,S_64,-1
S_28,S_65,-1
S_28,S_65,-1
S_28,S_66,-1
S_28,S_67,-1
S_28,S_68,-1
S_28,S_69,-1
S_28,S_70,-1
S_28,S_70,-1
S_28,S_71,-1
S_28,S_71,-1
S_28,S_72,-1
S_28,S_72,-1
S_28,S_73,-1
S_28,S_73,-1
S_28,S_74,-1
S_28,S_74,-1
S_28,S_75,-1
S_28,S_75,-1
S_28,S_76,-1
S_28,S_77,-1
S_28,S_78,-1
S_28,S_79,-1
S_28,S_79,-1
S_28,S_80,-1
S_28,S_80,-1
S_28,S_81,-1
S_28,S_81,-1
S_28,S_82,-1
S_28,S_82,-1
S_28,S_83,-1
S_28,S_83,-1
S_28,S_84,-1
S_28,S_84,-1
S_28,S_85,-1
S_28,S_85,-1
S_28,S_86,-1
S_28,S_87,-1
S_28,S_88,-1
S_28,S_89,-1
S_28,S_89,-1
S_28,S_90,-1
S_28,S_90,-1
S_28,S_91,-1
S_28,S_91,-1
S_28,S_92,-1
S_28,S_92,-1
S_28,S_93,-1
S_28,S_93,-1
S_28,S_94,-1
S_28,S_94,-1
S_28,S_95,-1
S_28,S_96,-1
S_28,S_97,-1
S_28,S_98,-1
S_28,S_99,-1
S_29,Goal,-1
S_29,S_00,-1
S_29,S_01,-1
S_29,S_02,-1
S_29,S_03,-1
S_29,S_04,-1
S_29,S_05,-1
S_29,S_05,-1
S_29,S_06,-1
S_29,S_06,-1
S_29,S_07,-1
S_29,S_07,-1
S_29,S_08,-1
S_29,S_08,-1
S_29,S_09,0
S_29,S_10,-1
S_29,S_11,-1
S_29,S_12,-1
S_29,S_12,-1
S_29,S_13,-1
S_29,S_13,-1
S_29,S_14,-1
S_29,S_15,-1
S_29,S_16,-1
S_29,S_17,-1
S_29,S_18,-1
S_29,S_18,-1
S_29,S_19,0
S_29,S_20,-1
S_29,S_21,-1
S_29,S_22,-1
S_29,S_23,-1
S_29,S_24,-1
S_29,S_25,-1
S_29,S_26,-1
S_29,S_27,-1
S_29,S_28,0
S_29,S_29,0
S_29,S_30,-1
S_29,S_31,-1
S_29,S_31,-1
S_29,S_32,-1
S_29,S_32,-1
S_29,S_33,-1
S_29,S_34,-1
S_29,S_34,-1
S_29,S_35,-1
S_29,S_35,-1
S_29,S_36,-1
S_29,S_36,-1
S_29,S_37,-1
S_29,S_38,-1
S_29,S_38,-1
S_29,S_39,-1
S_29,S_40,-1
S_29,S_41,-1
S_29,S_41,-1
S_29,S_42,-1
S_29,S_42,-1
S_29,S_43,-1
S_29,S_43,-1
S_29,S_44,-1
S_29,S_45,-1
S_29,S_46,-1
S_29,S_47,-1
S_29,S_47,-1
S_29,S_48,-1
S_29,S_49,-1
S_29,S_50,-1
S_29,S_50,-1
S_29,S_51,-1
S_29,S_51,-1
S_29,S_52,-1
S_29,S_53,-1
S_29,S_54,-1
S_29,S_55,-1
S_29,S_56,-1
S_29,S_56,-1
S_29,S_57,-1
S_29,S_57,-1
S_29,S_58,-1
S_29,S_59,-1
S_29,S_60,-1
S_29,S_61,-1
S_29,S_62,-1
S_29,S_63,-1
S_29,S_64,-1
S_29,S_65,-1
S_29,S_65,-1
S_29,S_66,-1
S_29,S_66,-1
S_29,S_67,-1
S_29,S_68,-1
S_29,S_69,-1
S_29,S_70,-1
S_29,S_71,-1
S_29,S_72,-1
S_29,S_73,-1
S_29,S_73,-1
S_29,S_74,-1
S_29,S_74,-1
S_29,S_75,-1
S_29,S_75,-1
S_29,S_76,-1
S_29,S_77,-1
S_29,S_78,-1
S_29,S_79,-1
S_29,S_80,-1
S_29,S_81,-1
S_29,S_82,-1
S_29,S_83,-1
S_29,S_84,-1
S_29,S_84,-1
S_29,S_85,-1
S_29,S_85,-1
S_29,S_86,-1
S_29,S_87,-1
S_29,S_88,-1
S_29,S_89,-1
S_29,S_90,-1
S_29,S_91,-1
S_29,S_92,-1
S_29,S_92,-1
S_29,S_93,-1
S_29,S_93,-1
S_29,S_94,-1
S_29,S_94,-1
S_29,S_95,-1
S_29,S_95,-1
S_29,S_96,-1
S_29,S_97,-1
S_29,S_98,-1
S_29,S_99,-1
S_30,Goal,-1
S_30,Goal,-1
S_30,S_00,0
S_30,S_01,-1
S_30,S_02,-1
S_30,S_02,-1
S_30,S_03,-1
S_30,S_03,-1
S_30,S_04,-1
S_30,S_05,-1
S_30,S_06,-1
S_30,S_07,-1
S_30,S_08,-1
S_30,S_09,-1
S_30,S_10,0
S_30,S_11,-1
S_30,S_12,-1
S_30,S_12,-1
S_30,S_13,-1
S_30,S_13,-1
S_30,S_14,-1
S_30,S_15,-1
S_30,S_16,-1
S_30,S_17,-1
S_30,S_18,-1
S_30,S_19,-1
S_30,S_20,0
S_30,S_21,-1
S_30,S_21,-1
S_30,S_22,-1
S_30,S_23,-1
S_30,S_24,-1
S_30,S_25,-1
S_30,S_26,-1
S_30,S_27,-1
S_30,S_28,-1
S_30,S_29,-1
S_30,S_30,0
S_30,S_31,-1
S_30,S_32,-1
S_30,S_33,-1
S_30,S_34,-1
S_30,S_35,-1
S_30,S_36,-1
S_30,S_37,-1
S_30,S_38,-1
S_30,S_39,-1
S_30,S_40,0
S_30,S_41,-1
S_30,S_41,-1
S_30,S_42,-1
S_30,S_43,-1
S_30,S_44,-1
S_30,S_45,-1
S_30,S_46,-1
S_30,S_47,-1
S_30,S_48,-1
S_30,S_49,-1
S_30,S_50,0
S_30,S_51,-1
S_30,S_51,-1
S_30,S_52,-1
S_30,S_52,-1
S_30,S_53,-1
S_30,S_54,-1
S_30,S_55,-1
S_30,S_56,-1
S_30,S_57,-1
S_30,S_58,-1
S_30,S_59,-1
S_30,S_60,0
S_30,S_61,-1
S_30,S_62,-1
S_30,S_63,-1
S_30,S_64,-1
S_30,S_65,-1
S_30,S_66,-1
S_30,S_67,-1
S_30,S_68,-1
S_30,S_69,-1
S_30,S_70,0
S_30,S_71,-1
S_30,S_72,-1
S_30,S_72,-1
S_30,S_73,-1
S_30,S_74,-1
S_30,S_74,-1
S_30,S_75,-1
S_30,S_76,-1
S_30,S_77,-1
S_30,S_78,-1
S_30,S_79,-1
S_30,S_80,0
S_30,S_81,-1
S_30,S_82,-1
S_30,S_83,-1
S_30,S_83,-1
S_30,S_84,-1
S_30,S_84,-1
S_30,S_85,-1
S_30,S_85,-1
S_30,S_86,-1
S_30,S_87,-1
S_30,S_88,-1
S_30,S_89,-1
S_30,S_90,0
S_30,S_91,-1
S_30,S_92,-1
S_30,S_93,-1
S_30,S_93,-1
S_30,S_94,-1
S_30,S_94,-1
S_30,S_95,-1
S_30,S_95,-1
S_30,S_96,-1
S_30,S_96,-1
S_30,S_97,-1
S_30,S_98,-1
S_30,S_99,-1
S_31,Goal,-1
S_31,Goal,-1
S_31,S_00,-1
S_31,S_01,-1
S_31,S_02,-1
S_31,S_02,-1
S_31,S_03,-1
S_31,S_04,-1
S_31,S_05,-1
S_31,S_06,-1
S_31,S_07,-1
S_31,S_08,-1
S_31,S_09,-1
S_31,S_10,-1
S_31,S_10,-1
S_31,S_11,-1
S_31,S_12,-1
S_31,S_13,-1
S_31,S_14,-1
S_31,S_15,-1
S_31,S_16,-1
S_31,S_17,-1
S_31,S_18,-1
S_31,S_19,-1
S_31,S_20,-1
S_31,S_20,-1
S_31,S_21,0
S_31,S_22,-1
S_31,S_23,-1
S_31,S_24,-1
S_31,S_25,-1
S_31,S_26,-1
S_31,S_27,-1
S_31,S_28,-1
S_31,S_29,-1
S_31,S_30,-1
S_31,S_31,0
S_31,S_32,-1
S_31,S_33,-1
S_31,S_34,-1
S_31,S_35,-1
S_31,S_36,-1
S_31,S_37,-1
S_31,S_38,-1
S_31,S_39,-1
S_31,S_40,-1
S_31,S_40,-1
S_31,S_41,0
S_31,S_42,-1
S_31,S_42,-1
S_31,S_43,-1
S_31,S_44,-1
S_31,S_45,-1
S_31,S_46,-1
S_31,S_47,-1
S_31,S_48,-1
S_31,S_49,-1
S_31,S_50,-1
S_31,S_50,-1
S_31,S_51,0
S_31,S_52,-1
S_31,S_52,-1
S_31,S_53,-1
S_31,S_53,-1
S_31,S_54,-1
S_31,S_55,-1
S_31,S_56,-1
S_31,S_57,-1
S_31,S_58,-1
S_31,S_59,-1
S_31,S_60,-1
S_31,S_61,-1
S_31,S_62,-1
S_31,S_63,-1
S_31,S_63,-1
S_31,S_64,-1
S_31,S_64,-1
S_31,S_65,-1
S_31,S_66,-1
S_31,S_67,-1
S_31,S_68,-1
S_31,S_69,-1
S_31,S_70,-1
S_31,S_71,-1
S_31,S_72,-1
S_31,S_73,-1
S_31,S_74,-1
S_31,S_74,-1
S_31,S_75,-1
S_31,S_75,-1
S_31,S_76,-1
S_31,S_77,-1
S_31,S_78,-1
S_31,S_79,-1
S_31,S_80,-1
S_31,S_81,-1
S_31,S_82,-1
S_31,S_83,-1
S_31,S_84,-1
S_31,S_85,-1
S_31,S_85,-1
S_31,S_86,-1
S_31,S_86,-1
S_31,S_87,-1
S_31,S_87,-1
S_31,S_88,-1
S_31,S_89,-1
S_31,S_90,-1
S_31,S_91,-1
S_31,S_92,-1
S_31,S_92,-1
S_31,S_92,-1
S_31,S_93,-1
S_31,S_94,-1
S_31,S_95,-1
S_31,S_95,-1
S_31,S_96,-1
S_31,S_96,-1
S_31,S_97,-1
S_31,S_97,-1
S_31,S_98,-1
S_31,S_98,-1
S_31,S_99,-1
S_32,Goal,-1
S_32,Goal,-1
S_32,S_00,-1
S_32,S_01,-1
S_32,S_01,-1
S_32,S_02,-1
S_32,S_03,-1
S_32,S_04,-1
S_32,S_04,-1
S_32,S_05,-1
S_32,S_05,-1
S_32,S_06,-1
S_32,S_06,-1
S_32,S_07,-1
S_32,S_08,-1
S_32,S_09,-1
S_32,S_10,-1
S_32,S_11,-1
S_32,S_12,-1
S_32,S_13,-1
S_32,S_14,-1
S_32,S_14,-1
S_32,S_15,-1
S_32,S_16,-1
S_32,S_17,-1
S_32,S_18,-1
S_32,S_19,-1
S_32,S_20,-1
S_32,S_21,-1
S_32,S_22,0
S_32,S_23,-1
S_32,S_23,-1
S_32,S_24,-1
S_32,S_25,-1
S_32,S_26,-1
S_32,S_27,-1
S_32,S_28,-1
S_32,S_29,-1
S_32,S_30,-1
S_32,S_31,-1
S_32,S_32,0
S_32,S_33,-1
S_32,S_34,-1
S_32,S_35,-1
S_32,S_36,-1
S_32,S_37,-1
S_32,S_38,-1
S_32,S_39,-1
S_32,S_40,-1
S_32,S_41,-1
S_32,S_41,-1
S_32,S_42,0
S_32,S_43,-1
S_32,S_44,-1
S_32,S_45,-1
S_32,S_46,-1
S_32,S_47,-1
S_32,S_48,-1
S_32,S_49,-1
S_32,S_50,-1
S_32,S_50,-1
S_32,S_51,-1
S_32,S_52,-1
S_32,S_53,-1
S_32,S_54,-1
S_32,S_55,-1
S_32,S_56,-1
S_32,S_57,-1
S_32,S_58,-1
S_32,S_59,-1
S_32,S_60,-1
S_32,S_60,-1
S_32,S_61,-1
S_32,S_62,-1
S_32,S_63,-1
S_32,S_63,-1
S_32,S_64,-1
S_32,S_65,-1
S_32,S_66,-1
S_32,S_67,-1
S_32,S_68,-1
S_32,S_69,-1
S_32,S_70,-1
S_32,S_71,-1
S_32,S_72,-1
S_32,S_73,-1
S_32,S_74,-1
S_32,S_75,-1
S_32,S_76,-1
S_32,S_77,-1
S_32,S_78,-1
S_32,S_79,-1
S_32,S_80,-1
S_32,S_81,-1
S_32,S_81,-1
S_32,S_82,-1
S_32,S_83,-1
S_32,S_83,-1
S_32,S_84,-1
S_32,S_84,-1
S_32,S_85,-1
S_32,S_86,-1
S_32,S_87,-1
S_32,S_88,-1
S_32,S_89,-1
S_32,S_90,-1
S_32,S_91,-1
S_32,S_91,-1
S_32,S_92,-1
S_32,S_93,-1
S_32,S_94,-1
S_32,S_95,-1
S_32,S_96,-1
S_32,S_97,-1
S_32,S_98,-1
S_32,S_99,-1
S_33,Goal,-1
S_33,S_00,-1
S_33,S_00,-1
S_33,S_01,-1
S_33,S_01,-1
S_33,S_02,-1
S_33,S_03,-1
S_33,S_04,-1
S_33,S_05,-1
S_33,S_06,-1
S_33,S_06,-1
S_33,S_07,-1
S_33,S_07,-1
S_33,S_08,-1
S_33,S_08,-1
S_33,S_09,-1
S_33,S_10,-1
S_33,S_11,-1
S_33,S_11,-1
S_33,S_12,-1
S_33,S_13,-1
S_33,S_14,-1
S_33,S_15,-1
S_33,S_15,-1
S_33,S_16,-1
S_33,S_16,-1
S_33,S_17,-1
S_33,S_18,-1
S_33,S_19,-1
S_33,S_20,-1
S_33,S_21,-1
S_33,S_22,-1
S_33,S_22,-1
S_33,S_23,0
S_33,S_24,-1
S_33,S_24,-1
S_33,S_25,-1
S_33,S_26,-1
S_33,S_27,-1
S_33,S_28,-1
S_33,S_29,-1
S_33,S_30,-1
S_33,S_31,-1
S_33,S_32,-1
S_33,S_33,0
S_33,S_34,-1
S_33,S_35,-1
S_33,S_36,-1
S_33,S_37,-1
S_33,S_38,-1
S_33,S_39,-1
S_33,S_40,-1
S_33,S_41,-1
S_33,S_42,-1
S_33,S_43,0
S_33,S_44,-1
S_33,S_44,-1
S_33,S_45,-1
S_33,S_46,-1
S_33,S_47,-1
S_33,S_48,-1
S_33,S_49,-1
S_33,S_50,-1
S_33,S_51,-1
S_33,S_52,-1
S_33,S_53,-1
S_33,S_54,-1
S_33,S_55,-1
S_33,S_55,-1
S_33,S_56,-1
S_33,S_57,-1
S_33,S_58,-1
S_33,S_59,-1
S_33,S_60,-1
S_33,S_61,-1
S_33,S_62,-1
S_33,S_62,-1
S_33,S_63,-1
S_33,S_64,-1
S_33,S_65,-1
S_33,S_66,-1
S_33,S_66,-1
S_33,S_67,-1
S_33,S_67,-1
S_33,S_68,-1
S_33,S_69,-1
S_33,S_70,-1
S_33,S_71,-1
S_33,S_72,-1
S_33,S_73,-1
S_33,S_74,-1
S_33,S_75,-1
S_33,S_75,-1
S_33,S_76,-1
S_33,S_76,-1
S_33,S_77,-1
S_33,S_77,-1
S_33,S_78,-1
S_33,S_78,-1
S_33,S_79,-1
S_33,S_80,-1
S_33,S_81,-1
S_33,S_81,-1
S_33,S_82,-1
S_33,S_82,-1
S_33,S_83,-1
S_33,S_84,-1
S_33,S_84,-1
S_33,S_85,-1
S_33,S_85,-1
S_33,S_86,-1
S_33,S_87,-1
S_33,S_87,-1
S_33,S_88,-1
S_33,S_88,-1
S_33,S_89,-1
S_33,S_89,-1
S_33,S_90,-1
S_33,S_91,-1
S_33,S_91,-1
S_33,S_92,-1
S_33,S_93,-1
S_33,S_94,-1
S_33,S_94,-1
S_33,S_95,-1
S_33,S_96,-1
S_33,S_97,-1
S_33,S_97,-1
S_33,S_98,-1
S_33,S_98,-1
S_33,S_99,-1
S_33,S_99,-1
S_34,Goal,-1
S_34,S_00,-1
S_34,S_00,-1
S_34,S_01,-1
S_34,S_01,-1
S_34,S_02,-1
S_34,S_02,-1
S_34,S_03,-1
S_34,S_04,-1
S_34,S_05,-1
S_34,S_06,-1
S_34,S_06,-1
S_34,S_07,-1
S_34,S_07,-1
S_34,S_08,-1
S_34,S_08,-1
S_34,S_09,-1
S_34,S_09,-1
S_34,S_10,-1
S_34,S_11,-1
S_34,S_11,-1
S_34,S_12,-1
S_34,S_12,-1
S_34,S_13,-1
S_34,S_13,-1
S_34,S_14,-1
S_34,S_15,-1
S_34,S_15,-1
S_34,S_16,-1
S_34,S_16,-1
S_34,S_17,-1
S_34,S_17,-1
S_34,S_18,-1
S_34,S_18,-1
S_34,S_19,-1
S_34,S_19,-1
S_34,S_20,-1
S_34,S_21,-1
S_34,S_22,-1
S_34,S_22,-1
S_34,S_23,-1
S_34,S_23,-1
S_34,S_24,-1
S_34,S_25,-1
S_34,S_25,-1
S_34,S_26,-1
S_34,S_26,-1
S_34,S_27,-1
S_34,S_27,-1
S_34,S_28,-1
S_34,S_29,-1
S_34,S_30,-1
S_34,S_31,-1
S_34,S_32,-1
S_34,S_33,-1
S_34,S_34,0
S_34,S_35,0
S_34,S_36,-1
S_34,S_37,-1
S_34,S_38,-1
S_34,S_39,-1
S_34,S_40,-1
S_34,S_41,-1
S_34,S_42,-1
S_34,S_43,-1
S_34,S_43,-1
S_34,S_44,0
S_34,S_45,-1
S_34,S_45,-1
S_34,S_46,-1
S_34,S_46,-1
S_34,S_47,-1
S_34,S_48,-1
S_34,S_49,-1
S_34,S_50,-1
S_34,S_51,-1
S_34,S_52,-1
S_34,S_52,-1
S_34,S_53,-1
S_34,S_54,0
S_34,S_55,-1
S_34,S_56,-1
S_34,S_57,-1
S_34,S_58,-1
S_34,S_59,-1
S_34,S_60,-1
S_34,S_60,-1
S_34,S_61,-1
S_34,S_61,-1
S_34,S_62,-1
S_34,S_62,-1
S_34,S_63,-1
S_34,S_64,0
S_34,S_65,-1
S_34,S_66,-1
S_34,S_67,-1
S_34,S_67,-1
S_34,S_68,-1
S_34,S_68,-1
S_34,S_69,-1
S_34,S_70,-1
S_34,S_70,-1
S_34,S_71,-1
S_34,S_71,-1
S_34,S_72,-1
S_34,S_72,-1
S_34,S_73,-1
S_34,S_74,0
S_34,S_75,-1
S_34,S_76,-1
S_34,S_77,-1
S_34,S_77,-1
S_34,S_78,-1
S_34,S_78,-1
S_34,S_79,-1
S_34,S_79,-1
S_34,S_80,-1
S_34,S_80,-1
S_34,S_81,-1
S_34,S_82,-1
S_34,S_83,-1
S_34,S_84,-1
S_34,S_85,-1
S_34,S_86,-1
S_34,S_87,-1
S_34,S_88,-1
S_34,S_88,-1
S_34,S_89,-1
S_34,S_89,-1
S_34,S_90,-1
S_34,S_90,-1
S_34,S_91,-1
S_34,S_92,-1
S_34,S_93,-1
S_34,S_94,-1
S_34,S_95,-1
S_34,S_95,-1
S_34,S_96,-1
S_34,S_97,-1
S_34,S_98,-1
S_34,S_98,-1
S_34,S_99,-1
S_34,S_99,-1
S_35,Goal,-1
S_35,S_00,-1
S_35,S_00,-1
S_35,S_01,-1
S_35,S_01,-1
S_35,S_02,-1
S_35,S_02,-1
S_35,S_03,-1
S_35,S_03,-1
